formattedAddress,addressLine1,city,state,zipCode,price,lastSeen,createdDate,rawAddress,county,propertyType,listedDate,status,removedDate,daysOnMarket,id,latitude,longitude,bathrooms,bedrooms,addressLine2,squareFootage,yearBuilt,lotSize
"5209 S Greenwood Ave, Apt 1, Chicago, IL 60615",5209 S Greenwood Ave,Chicago,IL,60615,1800,2022-08-18T03:12:28.570Z,2022-08-05T05:13:11.211Z,,Cook County,Apartment,2022-08-04T21:10:06.000Z,Inactive,2022-08-25T03:24:54.643Z,21,"5209-S-Greenwood-Ave,-Apt-1,-Chicago,-IL-60615",41.800551,-87.599423,1,2,Apt 1,,,
"5301-5309 S Ellis Ave, Unit 10033, Chicago, IL 60615",5301-5309 S Ellis Ave,Chicago,IL,60615,1200,2022-08-13T03:11:14.812Z,2022-04-06T03:39:32.998Z,,Cook County,Apartment,2022-07-26T21:12:08.000Z,Inactive,2022-08-20T03:23:24.433Z,25,"5301-5309-S-Ellis-Ave,-Unit-10033,-Chicago,-IL-60615",41.799162,-87.600848,1,,Unit 10033,,,
"5301 S Ellis Ave, # 10033, Chicago, IL 60615",5301 S Ellis Ave,Chicago,IL,60615,1225,2022-08-06T09:46:10.226Z,2022-03-20T03:53:53.681Z,,Cook County,Apartment,2022-03-20T03:53:53.681Z,Inactive,2022-08-14T03:23:48.545Z,147,"5301-S-Ellis-Ave,---10033,-Chicago,-IL-60615",41.799267,-87.601112,1,,# 10033,398,,
"5301 S Ellis Ave, # 53072, Chicago, IL 60615",5301 S Ellis Ave,Chicago,IL,60615,1610,2022-08-06T09:39:47.552Z,2022-07-21T03:53:23.981Z,,Cook County,Apartment,2022-07-21T03:53:23.981Z,Inactive,2022-08-14T03:23:48.545Z,24,"5301-S-Ellis-Ave,---53072,-Chicago,-IL-60615",41.799267,-87.601112,1,1,# 53072,573,,
"5301 S Ellis Ave, # 53092, Chicago, IL 60615",5301 S Ellis Ave,Chicago,IL,60615,1450,2022-08-06T09:39:47.548Z,2022-07-11T03:05:12.488Z,,Cook County,Apartment,2022-07-11T03:05:12.488Z,Inactive,2022-08-14T03:23:48.545Z,35,"5301-S-Ellis-Ave,---53092,-Chicago,-IL-60615",41.799267,-87.601112,1,1,# 53092,573,,
"1020 E Hyde Park Blvd, Unit 1020-3, Chicago, IL 60615",1020 E Hyde Park Blvd,Chicago,IL,60615,1650,2022-08-06T09:31:24.751Z,2019-05-03T12:24:34.201Z,,Cook County,Apartment,2022-08-06T09:15:20.817Z,Inactive,2022-08-14T03:23:48.545Z,8,"1020-E-Hyde-Park-Blvd,-Unit-1020-3,-Chicago,-IL-60615",41.802587,-87.600724,1.5,3,Unit 1020-3,,,
"5301 5309 South Ellis St, Chicago, IL 60615",5301 5309 South Ellis St,Chicago,IL,60615,1175,2022-08-06T09:29:16.908Z,2020-06-27T07:09:02.850Z,,Cook County,Single Family,2021-06-17T03:23:37.132Z,Inactive,2022-08-14T03:23:48.545Z,424,"5301-5309-South-Ellis-St,-Chicago,-IL-60615",41.799192,-87.60103,1,1,,,,
"5100 5120 S Ellis Ave, Chicago, IL 60615",5100 5120 S Ellis Ave,Chicago,IL,60615,3550,2022-08-06T09:24:13.055Z,2020-06-27T06:55:12.257Z,,Cook County,Single Family,2021-06-23T02:24:44.366Z,Inactive,2022-08-14T03:23:48.545Z,418,"5100-5120-S-Ellis-Ave,-Chicago,-IL-60615",41.801896,-87.601644,1,4,,,,
"5201 S Greenwood Ave, # 5209-1, Chicago, IL 60615",5201 S Greenwood Ave,Chicago,IL,60615,1924,2022-08-06T09:22:19.701Z,2022-08-05T09:00:54.801Z,,Cook County,Apartment,2022-08-05T09:00:54.801Z,Inactive,2022-08-14T03:23:48.545Z,9,"5201-S-Greenwood-Ave,---5209-1,-Chicago,-IL-60615",41.800662,-87.599301,1,2,# 5209-1,1250,,
"5118 5120 S Greenwood Ave, Chicago, IL 60615",5118 5120 S Greenwood Ave,Chicago,IL,60615,3795,2022-08-06T09:22:10.530Z,2021-06-20T02:49:22.332Z,,Cook County,Single Family,2021-06-20T02:49:22.332Z,Inactive,2022-08-14T03:23:48.545Z,421,"5118-5120-S-Greenwood-Ave,-Chicago,-IL-60615",41.801657,-87.600226,1,4,,,,
"5124 S University St, Chicago, IL 60615",5124 S University St,Chicago,IL,60615,2495,2022-08-06T09:01:34.510Z,2021-06-17T03:21:32.510Z,,Cook County,Single Family,2021-06-17T03:21:32.510Z,Inactive,2022-08-14T03:23:48.545Z,424,"5124-S-University-St,-Chicago,-IL-60615",41.801494,-87.598675,1,3,,,,
"5301 S Ellis Ave, # 53091, Chicago, IL 60615",5301 S Ellis Ave,Chicago,IL,60615,1440,2022-08-06T08:49:35.076Z,2022-07-10T02:59:38.872Z,,Cook County,Apartment,2022-07-10T02:59:38.872Z,Inactive,2022-08-14T03:23:48.545Z,36,"5301-S-Ellis-Ave,---53091,-Chicago,-IL-60615",41.799267,-87.601112,1,1,# 53091,640,,
"5201 09 S Greenwood Ave, Chicago, IL 60661",5201 09 S Greenwood Ave,Chicago,IL,60661,1476,2022-08-06T08:47:49.070Z,2020-06-26T18:47:18.768Z,,Cook County,Single Family,2021-06-17T03:23:32.321Z,Inactive,2022-08-14T03:23:48.545Z,424,"5201-09-S-Greenwood-Ave,-Chicago,-IL-60661",41.800655,-87.599299,1,1,,,,
"5124 S University Ave, Unit Fg, Chicago, IL 60615",5124 S University Ave,Chicago,IL,60615,2495,2022-08-06T08:47:49.054Z,2022-04-24T02:34:13.690Z,,Cook County,Apartment,2022-04-24T02:34:13.690Z,Inactive,2022-08-14T03:23:48.545Z,113,"5124-S-University-Ave,-Unit-Fg,-Chicago,-IL-60615",41.801494,-87.598676,1,3,Unit Fg,1820,,
"5300 5308 S Greenwood Ave, Chicago, IL 60615",5300 5308 S Greenwood Ave,Chicago,IL,60615,1950,2022-08-06T08:44:57.261Z,2020-06-28T08:08:47.408Z,,Cook County,Single Family,2021-06-17T03:23:32.320Z,Inactive,2022-08-14T03:23:48.545Z,424,"5300-5308-S-Greenwood-Ave,-Chicago,-IL-60615",41.799161,-87.600174,1,2,,,,
"1101 E Hyde Park Blvd, Chicago, IL 60615",1101 E Hyde Park Blvd,Chicago,IL,60615,1450,2022-08-06T08:39:21.310Z,2021-06-18T03:06:47.748Z,,Cook County,Single Family,2021-06-18T03:06:47.748Z,Inactive,2022-08-14T03:23:48.545Z,423,"1101-E-Hyde-Park-Blvd,-Chicago,-IL-60615",41.802204,-87.599087,1,3,,,,
"5053 S Ellis Ave, Chicago, IL 60615",5053 S Ellis Ave,Chicago,IL,60615,1440,2022-08-06T08:32:29.821Z,2021-06-24T03:40:33.792Z,,Cook County,Single Family,2021-06-24T03:40:33.792Z,Inactive,2022-08-14T03:23:48.545Z,416,"5053-S-Ellis-Ave,-Chicago,-IL-60615",41.802538,-87.601116,1,1,,,,
"5124-26 S University Ave, Chicago, IL 60615",5124-26 S University Ave,Chicago,IL,60615,2395,2022-08-06T07:08:08.026Z,2021-09-28T03:11:09.163Z,,Cook County,Single Family,2021-09-28T03:11:09.163Z,Inactive,2022-08-14T03:22:15.615Z,321,"5124-26-S-University-Ave,-Chicago,-IL-60615",41.801491,-87.598236,1,4,,,,
"4846 S Indiana Ave Unit G, Chicago, IL 60615",4846 S Indiana Ave Unit G,Chicago,IL,60615,1335,2022-08-06T05:53:15.805Z,2022-07-12T03:23:55.528Z,,Cook County,Apartment,2022-07-12T03:23:55.528Z,Inactive,2022-08-14T03:22:15.615Z,33,"4846-S-Indiana-Ave-Unit-G,-Chicago,-IL-60615",41.8022,-87.600563,1,1,,,,
"5123 S Ingleside Ave, Unit 3, Chicago, IL 60615",5123 S Ingleside Ave,Chicago,IL,60615,2850,2022-08-05T08:09:06.265Z,2022-07-08T03:57:32.748Z,,Cook County,Condo,2022-07-08T03:57:32.748Z,Inactive,2022-08-13T03:22:18.385Z,36,"5123-S-Ingleside-Ave,-Unit-3,-Chicago,-IL-60615",41.801565,-87.602415,2,4,Unit 3,,,40000
"1000 E 53rd St, Unit 109, Chicago, IL 60615",1000 E 53rd St,Chicago,IL,60615,1850,2022-07-28T03:54:31.658Z,2022-07-08T03:03:24.090Z,,Cook County,Condo,2022-07-08T03:03:24.090Z,Inactive,2022-08-12T04:47:12.450Z,36,"1000-E-53rd-St,-Unit-109,-Chicago,-IL-60615",41.799664,-87.601003,1,2,Unit 109,1100,,
"5301 S Ellis Ave, # 10032, Chicago, IL 60615",5301 S Ellis Ave,Chicago,IL,60615,1190,2022-07-19T03:46:55.038Z,2022-04-15T03:07:53.135Z,,Cook County,Apartment,2022-04-15T03:07:53.135Z,Inactive,2022-08-12T04:31:10.201Z,120,"5301-S-Ellis-Ave,---10032,-Chicago,-IL-60615",41.799267,-87.601112,1,,# 10032,395,,
"5053 S Ellis Ave, Unit 1012-3, Chicago, IL 60615",5053 S Ellis Ave,Chicago,IL,60615,1440,2022-07-18T03:36:20.429Z,2022-07-15T03:08:03.196Z,,Cook County,Apartment,2022-07-15T03:08:03.196Z,Inactive,2022-08-12T04:29:35.282Z,29,"5053-S-Ellis-Ave,-Unit-1012-3,-Chicago,-IL-60615",41.802538,-87.601116,1,1,Unit 1012-3,,,
"5301 S Ellis Ave, # 53093, Chicago, IL 60615",5301 S Ellis Ave,Chicago,IL,60615,1385,2022-07-09T03:39:47.052Z,2022-06-18T03:36:04.625Z,,Cook County,Apartment,2022-06-18T03:36:04.625Z,Inactive,2022-08-12T04:18:51.069Z,56,"5301-S-Ellis-Ave,---53093,-Chicago,-IL-60615",41.799267,-87.601112,1,1,# 53093,640,,
"1000 E 53rd St, Unit 306, Chicago, IL 60615",1000 E 53rd St,Chicago,IL,60615,1700,2022-06-22T03:40:23.845Z,2021-06-17T03:17:44.458Z,,Cook County,Condo,2021-06-17T03:17:44.458Z,Inactive,2022-08-12T04:02:17.972Z,422,"1000-E-53rd-St,-Unit-306,-Chicago,-IL-60615",41.799664,-87.601003,1,1,Unit 306,800,,
"5200 S Ellis Ave, Apt 319, Chicago, IL 60615",5200 S Ellis Ave,Chicago,IL,60615,1550,2022-06-22T03:02:59.104Z,2020-12-28T03:37:50.023Z,,Cook County,Condo,2022-06-18T03:46:11.141Z,Inactive,2022-08-12T04:00:58.361Z,56,"5200-S-Ellis-Ave,-Apt-319,-Chicago,-IL-60615",41.799664,-87.601003,1,1,Apt 319,850,,
"5305 S Ellis Ave, Apt 1N, Chicago, IL 60615",5305 S Ellis Ave,Chicago,IL,60615,1400,2022-06-17T02:50:04.545Z,2022-05-08T03:42:33.109Z,,Cook County,Apartment,2022-05-08T03:42:33.109Z,Inactive,2022-08-12T03:55:15.517Z,97,"5305-S-Ellis-Ave,-Apt-1N,-Chicago,-IL-60615",41.799182,-87.601109,1,1,Apt 1N,,,
"5301 S Ellis Ave, # 53053, Chicago, IL 60615",5301 S Ellis Ave,Chicago,IL,60615,1430,2022-06-15T03:25:53.311Z,2022-04-28T03:43:13.677Z,,Cook County,Apartment,2022-04-28T03:43:13.677Z,Inactive,2022-08-12T03:53:48.971Z,107,"5301-S-Ellis-Ave,---53053,-Chicago,-IL-60615",41.799267,-87.601112,1,1,# 53053,581,,
"1000 E 53rd St, Unit 119, Chicago, IL 60615",1000 E 53rd St,Chicago,IL,60615,1850,2022-06-10T03:54:41.066Z,2022-06-05T02:44:36.183Z,,Cook County,Condo,2022-06-05T02:44:36.183Z,Inactive,2022-08-12T03:49:28.600Z,69,"1000-E-53rd-St,-Unit-119,-Chicago,-IL-60615",41.799664,-87.601003,1,2,Unit 119,1100,,
"5201 S Greenwood Ave, # 1115-1, Chicago, IL 60615",5201 S Greenwood Ave,Chicago,IL,60615,2050,2022-06-08T03:39:48.402Z,2022-05-29T02:45:42.006Z,,Cook County,Apartment,2022-05-29T02:45:42.006Z,Inactive,2022-08-12T03:46:20.141Z,76,"5201-S-Greenwood-Ave,---1115-1,-Chicago,-IL-60615",41.800662,-87.599301,1,3,# 1115-1,1286,,
"5301 S Ellis Ave, # 53071, Chicago, IL 60615",5301 S Ellis Ave,Chicago,IL,60615,1410,2022-06-08T03:35:11.151Z,2022-05-22T03:34:16.504Z,,Cook County,Apartment,2022-05-22T03:34:16.504Z,Inactive,2022-08-12T03:46:20.141Z,83,"5301-S-Ellis-Ave,---53071,-Chicago,-IL-60615",41.799267,-87.601112,1,1,# 53071,573,,
"5214 S Woodlawn Ave, Unit 10-104, Chicago, IL 60615",5214 S Woodlawn Ave,Chicago,IL,60615,1004,2022-11-16T03:44:30.709Z,2022-10-02T00:03:27.978Z,,Cook County,Apartment,2022-10-01T22:02:26.000Z,Active,,46,"5214-S-Woodlawn-Ave,-Unit-10-104,-Chicago,-IL-60615",41.800319,-87.596788,1,,Unit 10-104,275,,
"5214 S Woodlawn Ave, Unit 14-405, Chicago, IL 60615",5214 S Woodlawn Ave,Chicago,IL,60615,1029,2022-11-16T03:43:13.206Z,2022-10-05T01:57:24.321Z,,Cook County,Apartment,2022-10-06T08:57:13.000Z,Active,,41,"5214-S-Woodlawn-Ave,-Unit-14-405,-Chicago,-IL-60615",41.800319,-87.596788,1,,Unit 14-405,275,,
"5111 S University Ave, Apt 204, Chicago, IL 60615",5111 S University Ave,Chicago,IL,60615,1060,2022-11-16T03:43:08.452Z,2022-02-23T02:56:24.382Z,,Cook County,Apartment,2022-10-08T09:02:03.000Z,Active,,39,"5111-S-University-Ave,-Apt-204,-Chicago,-IL-60615",41.801931,-87.59779,1,,Apt 204,278,,
"5124 S Kimbark Ave, Unit Gnw, Chicago, IL 60615",5124 S Kimbark Ave,Chicago,IL,60615,1475,2022-11-16T03:42:30.831Z,2022-10-12T02:59:27.170Z,,Cook County,Apartment,2022-10-11T18:06:50.000Z,Active,,36,"5124-S-Kimbark-Ave,-Unit-Gnw,-Chicago,-IL-60615",41.801475,-87.595631,1,1,Unit Gnw,800,,
"1223 E 52nd St, Apt 1, Chicago, IL 60615",1223 E 52nd St,Chicago,IL,60615,3000,2022-11-16T03:31:30.267Z,2022-09-05T03:02:28.829Z,,Cook County,Condo,2022-10-25T01:05:30.000Z,Active,,23,"1223-E-52nd-St,-Apt-1,-Chicago,-IL-60615",41.800673,-87.595778,3,4,Apt 1,2000,,
"5208 S Woodlawn Ave, Apt 1, Chicago, IL 60615",5208 S Woodlawn Ave,Chicago,IL,60615,2150,2022-11-16T03:31:25.561Z,2022-10-26T01:56:25.545Z,,Cook County,Apartment,2022-10-25T20:13:03.000Z,Active,,22,"5208-S-Woodlawn-Ave,-Apt-1,-Chicago,-IL-60615",41.800587,-87.596854,2,2,Apt 1,1063,1920,
"5208 S Woodlawn Ave, Apt 2, Chicago, IL 60615",5208 S Woodlawn Ave,Chicago,IL,60615,2150,2022-11-16T03:31:25.551Z,2022-10-26T00:42:31.856Z,,Cook County,Apartment,2022-10-25T21:58:55.000Z,Active,,22,"5208-S-Woodlawn-Ave,-Apt-2,-Chicago,-IL-60615",41.800587,-87.596854,2,2,Apt 2,1063,1920,
"5140 S Kimbark Ave, Unit 2, Chicago, IL 60615",5140 S Kimbark Ave,Chicago,IL,60615,2900,2022-11-16T03:28:59.748Z,2022-08-13T03:21:56.630Z,,Cook County,Apartment,2022-10-26T21:45:57.000Z,Active,,21,"5140-S-Kimbark-Ave,-Unit-2,-Chicago,-IL-60615",41.801093,-87.595387,3,4,Unit 2,1800,1913,
"1167 E 52nd St, Apt 3, Chicago, IL 60615",1167 E 52nd St,Chicago,IL,60615,1600,2022-11-16T03:27:42.237Z,2022-10-29T02:29:17.851Z,,Cook County,Apartment,2022-10-28T19:05:26.000Z,Active,,19,"1167-E-52nd-St,-Apt-3,-Chicago,-IL-60615",41.800779,-87.596965,2,2,Apt 3,648,1920,
"5214 S Woodlawn Ave, Unit 10-304, Chicago, IL 60615",5214 S Woodlawn Ave,Chicago,IL,60615,984,2022-11-16T03:22:29.777Z,2022-11-03T01:56:27.697Z,,Cook County,Apartment,2022-11-03T09:03:03.000Z,Active,,13,"5214-S-Woodlawn-Ave,-Unit-10-304,-Chicago,-IL-60615",41.800319,-87.596788,1,,Unit 10-304,,,
"5136 S Kimbark Ave Unit G, Chicago, IL 60615",5136 S Kimbark Ave Unit G,Chicago,IL,60615,1125,2022-11-16T03:10:51.376Z,2022-11-07T01:42:38.534Z,,Cook County,Apartment,2022-11-06T05:30:44.000Z,Active,,10,"5136-S-Kimbark-Ave-Unit-G,-Chicago,-IL-60615",41.801233,-87.595451,1,,,700,,
"5136 S Kimbark Ave Unit Gdn, Chicago, IL 60615",5136 S Kimbark Ave Unit Gdn,Chicago,IL,60615,1125,2022-11-16T03:03:27.273Z,2022-11-06T00:58:14.979Z,,Cook County,Apartment,2022-11-08T21:16:31.000Z,Active,,8,"5136-S-Kimbark-Ave-Unit-Gdn,-Chicago,-IL-60615",41.801233,-87.595451,1,1,,900,,
"1165 E 52nd St, Apt 2, Chicago, IL 60615",1165 E 52nd St,Chicago,IL,60615,1600,2022-11-16T02:31:47.933Z,2021-09-30T02:23:54.356Z,,Cook County,Apartment,2022-11-11T21:34:18.000Z,Active,,5,"1165-E-52nd-St,-Apt-2,-Chicago,-IL-60615",41.800898,-87.59756,1,2,Apt 2,689,1920,
"5123 S Kimbark Ave, Unit 23-204, Chicago, IL 60615",5123 S Kimbark Ave,Chicago,IL,60615,1133,2022-11-16T02:31:34.176Z,2022-11-06T00:45:12.353Z,,Cook County,Apartment,2022-11-14T20:03:17.000Z,Active,,2,"5123-S-Kimbark-Ave,-Unit-23-204,-Chicago,-IL-60615",41.801606,-87.594722,1,,Unit 23-204,,,
"5214 S Woodlawn Ave, Unit 10-211, Chicago, IL 60615",5214 S Woodlawn Ave,Chicago,IL,60615,1028,2022-11-16T02:20:28.588Z,2022-10-09T02:26:40.624Z,,Cook County,Apartment,2022-11-15T20:02:36.000Z,Active,,1,"5214-S-Woodlawn-Ave,-Unit-10-211,-Chicago,-IL-60615",41.800319,-87.596788,1,,Unit 10-211,325,,
"5214 S Woodlawn Ave, Unit 10G5, Chicago, IL 60615",5214 S Woodlawn Ave,Chicago,IL,60615,1148,2022-11-16T00:44:52.697Z,2022-10-18T02:28:49.498Z,,Cook County,Apartment,2022-11-15T20:02:36.000Z,Active,,1,"5214-S-Woodlawn-Ave,-Unit-10G5,-Chicago,-IL-60615",41.800319,-87.596788,1,1,Unit 10G5,,,
"1313 E Hyde Park Blvd, Chicago, IL 60615",1313 E Hyde Park Blvd,Chicago,IL,60615,4500,2022-11-15T03:47:18.926Z,2019-11-07T10:06:36.303Z,,Cook County,Single Family,2022-09-27T19:26:17.000Z,Active,,49,"1313-E-Hyde-Park-Blvd,-Chicago,-IL-60615",41.802113,-87.594484,4.5,5,,4000,1890,2100
"5116 S Kimbark Ave, Unit 3W, Chicago, IL 60615",5116 S Kimbark Ave,Chicago,IL,60615,1000,2022-11-15T03:45:40.188Z,2022-10-05T03:03:48.812Z,,Cook County,Apartment,2022-09-29T15:21:39.000Z,Active,,47,"5116-S-Kimbark-Ave,-Unit-3W,-Chicago,-IL-60615",41.801768,-87.595522,1,,Unit 3W,500,,
"5214 S Woodlawn Ave, Unit 14-202, Chicago, IL 60615",5214 S Woodlawn Ave,Chicago,IL,60615,1073,2022-11-15T03:00:45.993Z,2022-02-23T03:26:22.643Z,,Cook County,Apartment,2022-11-14T20:03:17.000Z,Active,,1,"5214-S-Woodlawn-Ave,-Unit-14-202,-Chicago,-IL-60615",41.800318,-87.596788,1,,Unit 14-202,300,,
"1145 E Hyde Park Blvd, Apt 1A, Chicago, IL 60615",1145 E Hyde Park Blvd,Chicago,IL,60615,2500,2022-11-14T03:45:29.271Z,2022-09-27T01:56:48.870Z,,Cook County,Condo,2022-09-26T23:01:47.000Z,Active,,49,"1145-E-Hyde-Park-Blvd,-Apt-1A,-Chicago,-IL-60615",41.802002,-87.597125,2.5,3,Apt 1A,2400,1917,
"5111 S University Ave, Apt 107, Chicago, IL 60615",5111 S University Ave,Chicago,IL,60615,1114,2022-11-13T03:41:58.412Z,2022-08-11T02:04:31.665Z,,Cook County,Apartment,2022-10-07T09:03:45.000Z,Active,,37,"5111-S-University-Ave,-Apt-107,-Chicago,-IL-60615",41.801931,-87.59779,1,,Apt 107,286,,
"5214 S Woodlawn Ave, Unit 10-112, Chicago, IL 60615",5214 S Woodlawn Ave,Chicago,IL,60615,1094,2022-11-12T03:45:17.738Z,2022-02-25T01:55:45.721Z,,Cook County,Apartment,2022-10-06T21:55:21.000Z,Active,,37,"5214-S-Woodlawn-Ave,-Unit-10-112,-Chicago,-IL-60615",41.800318,-87.596788,1,,Unit 10-112,325,,
"5123 S Kimbark Ave, Unit 30-407, Chicago, IL 60615",5123 S Kimbark Ave,Chicago,IL,60615,1067,2022-11-04T03:41:39.843Z,2022-10-02T00:25:47.965Z,,Cook County,Apartment,2022-10-01T22:02:26.000Z,Inactive,2022-11-12T03:47:37.652Z,42,"5123-S-Kimbark-Ave,-Unit-30-407,-Chicago,-IL-60615",41.801606,-87.594722,1,,Unit 30-407,390,,
"5225 S Kimbark Ave, Chicago, IL 60615",5225 S Kimbark Ave,Chicago,IL,60615,3600,2022-11-02T03:39:00.174Z,2022-09-20T01:53:17.705Z,,Cook County,Townhouse,2022-09-19T15:13:47.000Z,Inactive,2022-11-09T03:47:38.166Z,51,"5225-S-Kimbark-Ave,-Chicago,-IL-60615",41.800251,-87.59434,3.5,3,,1546,1968,1740
"5123 S Kimbark Ave, Unit 30-106, Chicago, IL 60615",5123 S Kimbark Ave,Chicago,IL,60615,1246,2022-11-01T03:32:07.719Z,2022-10-15T02:23:03.651Z,,Cook County,Apartment,2022-10-14T22:01:13.000Z,Inactive,2022-11-08T03:47:01.350Z,25,"5123-S-Kimbark-Ave,-Unit-30-106,-Chicago,-IL-60615",41.801606,-87.594722,1,1,Unit 30-106,,,
"5214 S Woodlawn Ave, Unit 14-209, Chicago, IL 60615",5214 S Woodlawn Ave,Chicago,IL,60615,1184,2022-10-28T03:44:29.286Z,2022-09-11T02:32:21.900Z,,Cook County,Apartment,2022-09-10T09:04:04.000Z,Inactive,2022-11-04T03:46:29.442Z,55,"5214-S-Woodlawn-Ave,-Unit-14-209,-Chicago,-IL-60615",41.800319,-87.596788,1,1,Unit 14-209,575,,
"4744.5 S Woodlawn Ave, Apt 1E, Chicago, IL 60615",4744.5 S Woodlawn Ave,Chicago,IL,60615,1045,2022-10-28T03:44:10.324Z,2022-09-09T03:04:14.984Z,,Cook County,Apartment,2022-09-17T08:58:56.000Z,Inactive,2022-11-04T03:46:29.442Z,48,"4744-5-S-Woodlawn-Ave,-Apt-1E,-Chicago,-IL-60615",41.800894,-87.59668,1,,Apt 1E,400,,
"5214 S Woodlawn Ave, Unit 14-103, Chicago, IL 60615",5214 S Woodlawn Ave,Chicago,IL,60615,801,2022-10-26T03:39:46.719Z,2022-08-11T02:05:15.813Z,,Cook County,Apartment,2022-09-16T09:03:47.000Z,Inactive,2022-11-02T03:43:37.733Z,47,"5214-S-Woodlawn-Ave,-Unit-14-103,-Chicago,-IL-60615",41.800319,-87.596788,1,,Unit 14-103,275,,
"5214 S Woodlawn Ave, Unit 10-105, Chicago, IL 60615",5214 S Woodlawn Ave,Chicago,IL,60615,813,2022-10-23T03:43:51.184Z,2022-08-17T02:00:04.309Z,,Cook County,Apartment,2022-09-10T09:04:04.000Z,Inactive,2022-10-30T03:44:50.143Z,50,"5214-S-Woodlawn-Ave,-Unit-10-105,-Chicago,-IL-60615",41.800319,-87.596788,1,,Unit 10-105,275,,
"5123 S Kimbark Ave, Unit 23-205, Chicago, IL 60615",5123 S Kimbark Ave,Chicago,IL,60615,1011,2022-10-21T02:51:42.958Z,2022-07-15T02:51:31.841Z,,Cook County,Apartment,2022-10-14T22:01:13.000Z,Inactive,2022-10-28T03:44:36.687Z,14,"5123-S-Kimbark-Ave,-Unit-23-205,-Chicago,-IL-60615",41.801606,-87.594722,1,,Unit 23-205,420,,
"5214 S Woodlawn Ave, Unit 10-305, Chicago, IL 60615",5214 S Woodlawn Ave,Chicago,IL,60615,720,2022-10-20T03:39:44.391Z,2022-08-11T02:05:15.825Z,,Cook County,Apartment,2022-09-08T22:02:47.000Z,Inactive,2022-10-27T03:46:07.083Z,49,"5214-S-Woodlawn-Ave,-Unit-10-305,-Chicago,-IL-60615",41.800319,-87.596788,1,,Unit 10-305,275,,
"5123 S Kimbark Ave, Unit 23-409, Chicago, IL 60615",5123 S Kimbark Ave,Chicago,IL,60615,991,2022-10-20T03:39:44.391Z,2022-08-24T02:20:40.907Z,,Cook County,Apartment,2022-09-08T22:02:47.000Z,Inactive,2022-10-27T03:46:07.083Z,49,"5123-S-Kimbark-Ave,-Unit-23-409,-Chicago,-IL-60615",41.801606,-87.594722,1,,Unit 23-409,320,,
"5111 S University Ave, Apt 305, Chicago, IL 60615",5111 S University Ave,Chicago,IL,60615,816,2022-10-20T03:39:44.390Z,2022-09-10T02:51:06.817Z,,Cook County,Apartment,2022-09-08T22:02:47.000Z,Inactive,2022-10-27T03:46:07.083Z,49,"5111-S-University-Ave,-Apt-305,-Chicago,-IL-60615",41.801931,-87.59779,1,,Apt 305,278,,
"5123 S Kimbark Ave, Unit 30-310, Chicago, IL 60615",5123 S Kimbark Ave,Chicago,IL,60615,1192,2022-10-20T03:39:44.389Z,2022-02-23T02:59:34.844Z,,Cook County,Apartment,2022-09-08T22:02:47.000Z,Inactive,2022-10-27T03:46:07.083Z,49,"5123-S-Kimbark-Ave,-Unit-30-310,-Chicago,-IL-60615",41.801606,-87.594722,1,1,Unit 30-310,530,,
"5111 S University Ave, Apt 208, Chicago, IL 60615",5111 S University Ave,Chicago,IL,60615,910,2022-10-17T03:40:26.239Z,2022-07-12T03:42:43.801Z,,Cook County,Apartment,2022-09-08T22:02:47.000Z,Inactive,2022-10-24T03:43:57.830Z,46,"5111-S-University-Ave,-Apt-208,-Chicago,-IL-60615",41.801931,-87.59779,1,,Apt 208,347,,
"5123 S Kimbark Ave, Unit 23-107, Chicago, IL 60615",5123 S Kimbark Ave,Chicago,IL,60615,1096,2022-10-17T03:40:26.207Z,2022-09-02T02:23:08.525Z,,Cook County,Apartment,2022-09-08T22:02:47.000Z,Inactive,2022-10-24T03:43:57.830Z,46,"5123-S-Kimbark-Ave,-Unit-23-107,-Chicago,-IL-60615",41.801606,-87.594722,1,,Unit 23-107,420,,
"5214 S Woodlawn Ave, Unit 10-311, Chicago, IL 60615",5214 S Woodlawn Ave,Chicago,IL,60615,748,2022-10-14T03:46:14.088Z,2022-07-20T03:46:22.280Z,,Cook County,Apartment,2022-09-13T22:01:53.000Z,Inactive,2022-10-21T03:47:08.087Z,38,"5214-S-Woodlawn-Ave,-Unit-10-311,-Chicago,-IL-60615",41.800319,-87.596788,1,,Unit 10-311,325,,
"5214 S Woodlawn Ave, Unit 14-403, Chicago, IL 60615",5214 S Woodlawn Ave,Chicago,IL,60615,989,2022-10-13T03:40:28.984Z,2022-08-23T00:56:51.992Z,,Cook County,Apartment,2022-09-17T21:59:45.000Z,Inactive,2022-10-21T03:43:23.990Z,34,"5214-S-Woodlawn-Ave,-Unit-14-403,-Chicago,-IL-60615",41.800319,-87.596788,1,1,Unit 14-403,575,,
"5214 S Woodlawn Ave, Unit 10-212, Chicago, IL 60615",5214 S Woodlawn Ave,Chicago,IL,60615,824,2022-10-13T02:25:11.118Z,2022-09-06T02:47:52.433Z,,Cook County,Apartment,2022-10-11T22:42:28.000Z,Inactive,2022-10-21T03:43:23.990Z,10,"5214-S-Woodlawn-Ave,-Unit-10-212,-Chicago,-IL-60615",41.800319,-87.596788,1,,Unit 10-212,325,,
